profile,occurred_at,amount_minor,currency,type,tags,note,created_at,updated_at
Personal,2024-01-12T07:00:00.000Z,4797,USD,expense,transport,uber senior home to lax,2024-01-13T00:36:18.000Z,2024-01-13T00:36:18.000Z
Personal,2024-01-12T07:00:00.000Z,1039,USD,expense,food,lax food,2024-01-13T01:40:49.000Z,2024-01-13T01:40:49.000Z
Personal,2024-01-13T07:00:00.000Z,3898,USD,expense,transport,uber slc airport to home,2024-01-13T07:01:51.000Z,2024-01-13T07:01:51.000Z
Personal,2024-01-13T07:00:00.000Z,2749,USD,expense,beauty,cosmetics,2024-01-14T02:23:23.000Z,2024-01-14T02:23:23.000Z
Personal,2024-01-13T07:00:00.000Z,598,USD,expense,food,cookies,2024-01-14T02:23:39.000Z,2024-01-14T02:23:39.000Z
Personal,2024-01-13T07:00:00.000Z,7098,USD,expense,food,walmart,2024-01-14T02:26:43.000Z,2024-01-14T02:26:43.000Z
Personal,2024-01-13T07:00:00.000Z,1287,USD,expense,food,walmart mumtahin adjustment,2024-01-14T03:48:12.000Z,2024-01-14T03:48:12.000Z
Personal,2024-01-14T07:00:00.000Z,1280,USD,expense,home,curtain rod,2024-01-14T17:29:25.000Z,2024-01-14T17:29:25.000Z
Personal,2024-01-14T07:00:00.000Z,2642,USD,expense,home,accidental purchase of hangers and hook,2024-01-14T17:52:02.000Z,2024-01-14T17:52:02.000Z
Personal,2024-01-14T07:00:00.000Z,509,USD,expense,waste,accidental purchase of earphone hook,2024-01-14T17:53:38.000Z,2024-01-14T17:53:38.000Z
Personal,2024-01-14T07:00:00.000Z,497,USD,expense,beauty,clean and clear,2024-01-14T17:54:29.000Z,2024-01-14T17:54:29.000Z
Personal,2024-01-14T07:00:00.000Z,2196,USD,expense,beauty,trimmer,2024-01-14T17:55:03.000Z,2024-01-14T17:55:03.000Z
Personal,2024-01-14T07:00:00.000Z,2196,USD,expense,tech,bluetooth speaker,2024-01-14T17:55:30.000Z,2024-01-14T17:55:30.000Z
Personal,2024-01-14T07:00:00.000Z,5685,USD,expense,home,humidifier,2024-01-14T17:56:41.000Z,2024-01-14T17:56:41.000Z
Personal,2024-01-14T07:00:00.000Z,7435,USD,expense,home,vacuum cleaner,2024-01-14T21:18:08.000Z,2024-01-14T21:18:08.000Z
Personal,2024-01-16T07:00:00.000Z,543,USD,expense,food,campus food,2024-01-16T22:14:31.000Z,2024-01-16T22:14:31.000Z
Personal,2024-01-16T07:00:00.000Z,15000,USD,expense,study,international student fee,2024-01-16T22:46:15.000Z,2024-01-16T22:46:15.000Z
Personal,2024-01-17T07:00:00.000Z,439,USD,expense,food,shop and go garlic,2024-01-17T19:48:46.000Z,2024-01-17T19:48:46.000Z
Personal,2024-01-17T07:00:00.000Z,432,USD,expense,food,pringles,2024-01-17T19:49:01.000Z,2024-01-17T19:49:01.000Z
Personal,2024-01-18T07:00:00.000Z,2584,USD,expense,waste,writing pad,2024-01-18T22:13:53.000Z,2024-01-18T22:13:53.000Z
Personal,2024-01-18T07:00:00.000Z,385,USD,expense,food,campus food,2024-01-19T00:55:52.000Z,2024-01-19T00:55:52.000Z
Personal,2024-01-18T07:00:00.000Z,100,USD,expense,friend,Badminton bat,2024-01-19T01:50:24.000Z,2024-01-19T01:50:24.000Z
Personal,2024-01-19T07:00:00.000Z,500,USD,expense,waste,Tahmid waste on FlightRadar,2024-01-19T21:02:25.000Z,2024-01-19T21:02:25.000Z
Personal,2024-01-19T07:00:00.000Z,2793,USD,expense,food,walmart,2024-01-20T03:29:07.000Z,2024-01-20T03:29:07.000Z
Personal,2024-01-20T07:00:00.000Z,256,USD,expense,food,chips,2024-01-21T04:26:26.000Z,2024-01-21T04:26:26.000Z
Personal,2024-01-21T07:00:00.000Z,256,USD,expense,food,chips,2024-01-21T22:36:42.000Z,2024-01-21T22:36:42.000Z
Personal,2024-01-21T07:00:00.000Z,142704,USD,income,job,phd salary,2024-01-21T07:00:00.000Z,2024-01-21T07:00:00.000Z
Personal,2024-01-24T07:00:00.000Z,4050,USD,expense,home,rocky mountain power,2024-01-25T01:41:25.000Z,2024-01-25T01:41:25.000Z
Personal,2024-01-25T07:00:00.000Z,347,USD,expense,food,campus food,2024-01-25T21:17:45.000Z,2024-01-25T21:17:45.000Z
Personal,2024-01-25T07:00:00.000Z,256,USD,expense,food,chips,2024-01-26T05:56:24.000Z,2024-01-26T05:56:24.000Z
Personal,2024-01-26T07:00:00.000Z,800,USD,expense,food,mosque rice,2024-01-26T22:06:35.000Z,2024-01-26T22:06:35.000Z
Personal,2024-01-26T07:00:00.000Z,480,USD,expense,study,writing pad,2024-01-26T22:07:01.000Z,2024-01-26T22:07:01.000Z
Personal,2024-01-26T07:00:00.000Z,74849,USD,expense,home,rent,2024-01-27T03:16:42.000Z,2024-01-27T03:16:42.000Z
Personal,2024-01-27T07:00:00.000Z,1950,USD,expense,beauty,shuttle,2024-01-28T01:38:53.000Z,2024-01-28T01:38:53.000Z
Personal,2024-01-27T07:00:00.000Z,256,USD,expense,food,chips,2024-01-28T03:51:02.000Z,2024-01-28T03:51:02.000Z
Personal,2024-01-28T07:00:00.000Z,277,USD,expense,food,chips,2024-01-28T20:38:31.000Z,2024-01-28T20:38:31.000Z
Personal,2024-01-28T07:00:00.000Z,910,USD,expense,friend,rabi walmart,2024-01-29T00:11:31.000Z,2024-01-29T00:11:31.000Z
Personal,2024-01-28T07:00:00.000Z,4175,USD,expense,food,walmart,2024-01-29T00:18:53.000Z,2024-01-29T00:18:53.000Z
Personal,2024-01-29T07:00:00.000Z,15203,USD,expense,family,dhaka costs,2024-01-12T17:24:48.000Z,2024-01-12T17:24:48.000Z
Personal,2024-01-30T07:00:00.000Z,347,USD,expense,food,campus food,2024-01-30T22:22:30.000Z,2024-01-30T22:22:30.000Z
Personal,2024-01-31T07:00:00.000Z,902,USD,expense,food,campus food,2024-01-31T20:32:46.000Z,2024-01-31T20:32:46.000Z
Personal,2024-01-31T07:00:00.000Z,256,USD,expense,food,chips,2024-02-01T04:05:32.000Z,2024-02-01T04:05:32.000Z
Personal,2024-02-01T07:00:00.000Z,256,USD,expense,food,chips,2024-02-02T00:50:02.000Z,2024-02-02T00:50:02.000Z
Personal,2024-02-02T07:00:00.000Z,1140,USD,expense,food,chicken fry,2024-02-03T04:38:12.000Z,2024-02-03T04:38:12.000Z
Personal,2024-02-04T07:00:00.000Z,205,USD,expense,food,chips,2024-02-05T03:15:42.000Z,2024-02-05T03:15:42.000Z
Personal,2024-02-05T07:00:00.000Z,859,USD,expense,food,campus food,2024-02-05T23:13:00.000Z,2024-02-05T23:13:00.000Z
Personal,2024-02-06T07:00:00.000Z,277,USD,expense,food,chips,2024-02-07T02:15:43.000Z,2024-02-07T02:15:43.000Z
Personal,2024-02-06T07:00:00.000Z,3003,USD,expense,food,instacart beef,2024-02-11T19:29:16.000Z,2024-02-11T19:29:16.000Z
Personal,2024-02-06T07:00:00.000Z,7177,USD,expense,food,walmart,2024-02-11T19:39:44.000Z,2024-02-11T19:39:44.000Z
Personal,2024-02-07T07:00:00.000Z,277,USD,expense,food,chips,2024-02-08T04:13:26.000Z,2024-02-08T04:13:26.000Z
Personal,2024-02-07T07:00:00.000Z,142704,USD,income,job,phd salary,2024-02-07T07:00:00.000Z,2024-02-07T07:00:00.000Z
Personal,2024-02-08T07:00:00.000Z,329,USD,expense,food,juice,2024-02-08T23:46:57.000Z,2024-02-08T23:46:57.000Z
Personal,2024-02-08T07:00:00.000Z,1100,USD,expense,food,sandwitch,2024-02-08T23:47:18.000Z,2024-02-08T23:47:18.000Z
Personal,2024-02-08T07:00:00.000Z,125175,USD,expense,wife,taaha ticket,2024-05-27T19:18:56.000Z,2024-05-27T19:18:56.000Z
Personal,2024-02-10T07:00:00.000Z,277,USD,expense,food,chips,2024-02-11T19:25:45.000Z,2024-02-11T19:25:45.000Z
Personal,2024-02-11T07:00:00.000Z,4200,USD,expense,food,seattle costs,2024-02-11T19:27:16.000Z,2024-02-11T19:27:16.000Z
Personal,2024-02-11T07:00:00.000Z,2250,USD,expense,tech,xfinity,2024-02-11T19:42:08.000Z,2024-02-11T19:42:08.000Z
Personal,2024-02-11T07:00:00.000Z,2596,USD,expense,tech,google fi,2024-02-11T20:23:18.000Z,2024-02-11T20:23:18.000Z
Personal,2024-02-11T07:00:00.000Z,277,USD,expense,food,chips,2024-02-11T21:08:47.000Z,2024-02-11T21:08:47.000Z
Personal,2024-02-12T07:00:00.000Z,277,USD,expense,food,chips,2024-02-13T05:25:07.000Z,2024-02-13T05:25:07.000Z
Personal,2024-02-12T07:00:00.000Z,2324,USD,expense,food,walmart,2024-02-17T03:57:06.000Z,2024-02-17T03:57:06.000Z
Personal,2024-02-13T07:00:00.000Z,925,USD,expense,food,campus food,2024-02-13T22:00:08.000Z,2024-02-13T22:00:08.000Z
Personal,2024-02-14T07:00:00.000Z,8768,USD,expense,home,gas bill,2024-02-14T08:18:57.000Z,2024-02-14T08:18:57.000Z
Personal,2024-02-15T07:00:00.000Z,851,USD,expense,food,campus food,2024-02-15T20:59:22.000Z,2024-02-15T20:59:22.000Z
Personal,2024-02-15T07:00:00.000Z,1479,USD,expense,food,shop n go,2024-02-15T23:49:59.000Z,2024-02-15T23:49:59.000Z
Personal,2024-02-15T07:00:00.000Z,277,USD,expense,food,chips,2024-02-16T04:57:49.000Z,2024-02-16T04:57:49.000Z
Personal,2024-02-17T07:00:00.000Z,1132,USD,expense,food,coke,2024-02-18T04:30:26.000Z,2024-02-18T04:30:26.000Z
Personal,2024-02-18T07:00:00.000Z,277,USD,expense,food,chips,2024-02-18T22:37:03.000Z,2024-02-18T22:37:03.000Z
Personal,2024-02-18T07:00:00.000Z,1072,USD,expense,food,walmart,2024-02-19T04:46:41.000Z,2024-02-19T04:46:41.000Z
Personal,2024-02-18T07:00:00.000Z,648,USD,expense,beauty,body gel,2024-02-19T04:47:16.000Z,2024-02-19T04:47:16.000Z
Personal,2024-02-18T07:00:00.000Z,547,USD,expense,home,steel cup,2024-02-19T04:47:44.000Z,2024-02-19T04:47:44.000Z
Personal,2024-02-18T07:00:00.000Z,3298,USD,expense,beauty,hair loss cream,2024-02-19T04:48:12.000Z,2024-02-19T04:48:12.000Z
Personal,2024-02-19T07:00:00.000Z,277,USD,expense,food,chips,2024-02-20T03:58:06.000Z,2024-02-20T03:58:06.000Z
Personal,2024-02-20T07:00:00.000Z,142704,USD,income,job,phd salary,2024-02-20T07:00:00.000Z,2024-02-20T07:00:00.000Z
Personal,2024-02-21T07:00:00.000Z,2155,USD,expense,study,chatgpt plus,2024-02-21T20:12:41.000Z,2024-02-21T20:12:41.000Z
Personal,2024-02-21T07:00:00.000Z,410,USD,expense,food,campus food,2024-02-22T03:08:07.000Z,2024-02-22T03:08:07.000Z
Personal,2024-02-22T07:00:00.000Z,851,USD,expense,food,campus food,2024-02-22T21:30:31.000Z,2024-02-22T21:30:31.000Z
Personal,2024-02-23T07:00:00.000Z,160,USD,expense,food,chips,2024-02-24T00:54:14.000Z,2024-02-24T00:54:14.000Z
Personal,2024-02-23T07:00:00.000Z,2941,USD,expense,home,electric bill,2024-02-24T03:44:44.000Z,2024-02-24T03:44:44.000Z
Personal,2024-02-24T07:00:00.000Z,74850,USD,expense,home,rent,2024-02-25T03:32:47.000Z,2024-02-25T03:32:47.000Z
Personal,2024-02-24T07:00:00.000Z,3141,USD,expense,food,walmart,2024-02-25T03:33:54.000Z,2024-02-25T03:33:54.000Z
Personal,2024-02-25T07:00:00.000Z,266,USD,expense,food,chips,2024-02-26T03:07:01.000Z,2024-02-26T03:07:01.000Z
Personal,2024-02-25T07:00:00.000Z,277,USD,expense,food,chips,2024-02-26T05:14:53.000Z,2024-02-26T05:14:53.000Z
Personal,2024-02-26T07:00:00.000Z,2000,USD,expense,wife,taaha bkash,2024-02-26T18:35:29.000Z,2024-02-26T18:35:29.000Z
Personal,2024-02-26T07:00:00.000Z,277,USD,expense,food,chips,2024-02-27T03:09:44.000Z,2024-02-27T03:09:44.000Z
Personal,2024-02-26T07:00:00.000Z,700,USD,expense,beauty,badminton,2024-02-27T04:22:24.000Z,2024-02-27T04:22:24.000Z
Personal,2024-02-27T07:00:00.000Z,902,USD,expense,food,campus food,2024-02-27T21:16:47.000Z,2024-02-27T21:16:47.000Z
Personal,2024-02-27T07:00:00.000Z,462,USD,expense,food,taaha food,2024-02-28T05:44:47.000Z,2024-02-28T05:44:47.000Z
Personal,2024-02-28T07:00:00.000Z,924,USD,expense,food,campus food,2024-02-28T20:50:59.000Z,2024-02-28T20:50:59.000Z
Personal,2024-02-28T07:00:00.000Z,1140,USD,expense,food,7 11 chicken,2024-02-29T04:14:07.000Z,2024-02-29T04:14:07.000Z
Personal,2024-02-29T07:00:00.000Z,1893,USD,expense,food,food,2024-02-29T23:20:00.000Z,2024-02-29T23:20:00.000Z
Personal,2024-03-01T07:00:00.000Z,277,USD,expense,food,chips,2024-03-01T07:04:52.000Z,2024-03-01T07:04:52.000Z
Personal,2024-03-03T07:00:00.000Z,2000,USD,expense,wife,taaha certificate,2024-03-04T07:52:00.000Z,2024-03-04T07:52:00.000Z
Personal,2024-03-03T07:00:00.000Z,3846,USD,expense,food,walmart,2024-03-09T02:29:22.000Z,2024-03-09T02:29:22.000Z
Personal,2024-03-04T07:00:00.000Z,2812,USD,expense,waste,taaha gift card,2024-03-04T08:52:27.000Z,2024-03-04T08:52:27.000Z
Personal,2024-03-04T07:00:00.000Z,2164,USD,expense,food,lebanon food,2024-03-04T22:47:15.000Z,2024-03-04T22:47:15.000Z
Personal,2024-03-06T07:00:00.000Z,142704,USD,income,job,phd salary,2024-03-06T07:00:00.000Z,2024-03-06T07:00:00.000Z
Personal,2024-03-07T07:00:00.000Z,1000,USD,expense,food,canpus food,2024-03-07T22:21:33.000Z,2024-03-07T22:21:33.000Z
Personal,2024-03-08T07:00:00.000Z,2587,USD,expense,tech,google fi,2024-03-09T02:16:37.000Z,2024-03-09T02:16:37.000Z
Personal,2024-03-08T07:00:00.000Z,2250,USD,expense,food,instacart beef,2024-03-09T02:19:26.000Z,2024-03-09T02:19:26.000Z
Personal,2024-03-08T07:00:00.000Z,2498,USD,expense,beauty,sandals,2024-03-09T02:27:10.000Z,2024-03-09T02:27:10.000Z
Personal,2024-03-08T07:00:00.000Z,6334,USD,expense,food,walmart,2024-03-10T02:41:09.000Z,2024-03-10T02:41:09.000Z
Personal,2024-03-09T07:00:00.000Z,596,USD,expense,food,7 eleven,2024-03-10T01:11:50.000Z,2024-03-10T01:11:50.000Z
Personal,2024-03-11T06:00:00.000Z,2250,USD,expense,tech,xfinity,2024-03-11T07:11:19.000Z,2024-03-11T07:11:19.000Z
Personal,2024-03-13T06:00:00.000Z,4843,USD,expense,study,tax,2024-03-13T07:40:33.000Z,2024-03-13T07:40:33.000Z
Personal,2024-03-13T06:00:00.000Z,5644,USD,expense,home,gas bill,2024-03-13T19:48:38.000Z,2024-03-13T19:48:38.000Z
Personal,2024-03-14T06:00:00.000Z,3770,USD,expense,tech,adapter display,2024-03-14T20:20:47.000Z,2024-03-14T20:20:47.000Z
Personal,2024-03-14T06:00:00.000Z,2300,USD,expense,beauty,haircut,2024-03-15T00:14:01.000Z,2024-03-15T00:14:01.000Z
Personal,2024-03-16T06:00:00.000Z,2310,USD,expense,study,tax money order,2024-03-16T17:06:27.000Z,2024-03-16T17:06:27.000Z
Personal,2024-03-16T06:00:00.000Z,163,USD,expense,study,tax mail,2024-03-16T17:48:59.000Z,2024-03-16T17:48:59.000Z
Personal,2024-03-16T06:00:00.000Z,8650,USD,expense,study,federal tax,2024-03-16T18:02:43.000Z,2024-03-16T18:02:43.000Z
Personal,2024-03-16T06:00:00.000Z,6900,USD,expense,home,air fryer,2024-03-16T18:14:11.000Z,2024-03-16T18:14:11.000Z
Personal,2024-03-16T06:00:00.000Z,1630,USD,expense,food,walmart,2024-03-16T18:15:00.000Z,2024-03-16T18:15:00.000Z
Personal,2024-03-19T06:00:00.000Z,200,USD,expense,transport,iftar uber,2024-03-20T02:37:03.000Z,2024-03-20T02:37:03.000Z
Personal,2024-03-19T06:00:00.000Z,135761,USD,income,job,phd salary,2024-03-19T06:00:00.000Z,2024-03-19T06:00:00.000Z
Personal,2024-03-20T06:00:00.000Z,970,USD,expense,food,chicken and beef sausage,2024-03-20T13:00:34.000Z,2024-03-20T13:00:34.000Z
Personal,2024-03-21T06:00:00.000Z,3233,USD,expense,food,walmart food,2024-03-21T13:21:57.000Z,2024-03-21T13:21:57.000Z
Personal,2024-03-21T06:00:00.000Z,2155,USD,expense,study,chatgpt plus,2024-03-21T21:55:11.000Z,2024-03-21T21:55:11.000Z
Personal,2024-03-22T06:00:00.000Z,2312,USD,expense,home,electric bill,2024-03-23T02:55:38.000Z,2024-03-23T02:55:38.000Z
Personal,2024-03-23T06:00:00.000Z,226,USD,expense,food,chocolate,2024-03-23T11:18:57.000Z,2024-03-23T11:18:57.000Z
Personal,2024-03-25T06:00:00.000Z,226,USD,expense,food,chocolate,2024-03-26T03:22:31.000Z,2024-03-26T03:22:31.000Z
Personal,2024-03-26T06:00:00.000Z,74849,USD,expense,home,rent,2024-03-27T00:30:56.000Z,2024-03-27T00:30:56.000Z
Personal,2024-03-26T06:00:00.000Z,162,USD,expense,transport,uber iftar,2024-03-27T02:55:37.000Z,2024-03-27T02:55:37.000Z
Personal,2024-03-30T06:00:00.000Z,1950,USD,expense,beauty,shuttle,2024-03-30T22:48:51.000Z,2024-03-30T22:48:51.000Z
Personal,2024-03-31T06:00:00.000Z,1561,USD,expense,food,shop n go,2024-04-01T01:09:16.000Z,2024-04-01T01:09:16.000Z
Personal,2024-04-01T06:00:00.000Z,218,USD,expense,transport,uber iftaar,2024-04-02T02:57:46.000Z,2024-04-02T02:57:46.000Z
Personal,2024-04-03T06:00:00.000Z,226,USD,expense,food,chocolate,2024-04-04T19:58:03.000Z,2024-04-04T19:58:03.000Z
Personal,2024-04-03T06:00:00.000Z,120238,USD,income,job,phd salary,2024-04-03T06:00:00.000Z,2024-04-03T06:00:00.000Z
Personal,2024-04-04T06:00:00.000Z,1500,USD,expense,study,medical center,2024-04-04T15:48:56.000Z,2024-04-04T15:48:56.000Z
Personal,2024-04-04T06:00:00.000Z,3321,USD,expense,food,allergy medicine,2024-04-09T17:19:22.000Z,2024-04-09T17:19:22.000Z
Personal,2024-04-04T06:00:00.000Z,2064,USD,expense,tech,samsung charger,2024-04-09T17:19:58.000Z,2024-04-09T17:19:58.000Z
Personal,2024-04-04T06:00:00.000Z,1236,USD,expense,food,walmart food,2024-04-09T17:21:11.000Z,2024-04-09T17:21:11.000Z
Personal,2024-04-05T06:00:00.000Z,2108,USD,expense,food,wendys,2024-04-05T21:11:54.000Z,2024-04-05T21:11:54.000Z
Personal,2024-04-05T06:00:00.000Z,214,USD,expense,transport,uber,2024-04-06T03:01:07.000Z,2024-04-06T03:01:07.000Z
Personal,2024-04-06T06:00:00.000Z,473,USD,expense,food,chocolate,2024-04-07T02:53:59.000Z,2024-04-07T02:53:59.000Z
Personal,2024-04-06T06:00:00.000Z,2272,USD,expense,food,grill food,2024-04-07T02:54:19.000Z,2024-04-07T02:54:19.000Z
Personal,2024-04-07T06:00:00.000Z,1314,USD,expense,food,mcdonalds,2024-04-08T00:37:16.000Z,2024-04-08T00:37:16.000Z
Personal,2024-04-07T06:00:00.000Z,226,USD,expense,food,chocolate,2024-04-08T01:10:30.000Z,2024-04-08T01:10:30.000Z
Personal,2024-04-08T06:00:00.000Z,870,USD,expense,waste,saad salami,2024-04-08T15:26:01.000Z,2024-04-08T15:26:01.000Z
Personal,2024-04-09T06:00:00.000Z,2450,USD,expense,tech,google fi,2024-04-09T17:32:42.000Z,2024-04-09T17:32:42.000Z
Personal,2024-04-09T06:00:00.000Z,500,USD,expense,food,cake,2024-04-10T05:14:02.000Z,2024-04-10T05:14:02.000Z
Personal,2024-04-09T06:00:00.000Z,1988,USD,expense,tech,walmart mouse,2024-04-11T13:43:00.000Z,2024-04-11T13:43:00.000Z
Personal,2024-04-09T06:00:00.000Z,1836,USD,expense,food,walmart grocery,2024-04-11T13:43:55.000Z,2024-04-11T13:43:55.000Z
Personal,2024-04-11T06:00:00.000Z,3640,USD,expense,home,gas bill,2024-04-11T14:21:48.000Z,2024-04-11T14:21:48.000Z
Personal,2024-04-11T06:00:00.000Z,1739,USD,expense,waste,Toha bkash,2024-04-11T16:28:00.000Z,2024-04-11T16:28:00.000Z
Personal,2024-04-11T06:00:00.000Z,155,USD,expense,food,chips,2024-04-11T16:28:17.000Z,2024-04-11T16:28:17.000Z
Personal,2024-04-11T06:00:00.000Z,902,USD,expense,food,campus foood,2024-04-11T18:45:53.000Z,2024-04-11T18:45:53.000Z
Personal,2024-04-11T06:00:00.000Z,1000,USD,expense,friend,bi yearly bsauu,2024-04-11T23:05:17.000Z,2024-04-11T23:05:17.000Z
Personal,2024-04-11T06:00:00.000Z,185,USD,expense,food,m&m,2024-04-11T23:26:58.000Z,2024-04-11T23:26:58.000Z
Personal,2024-04-11T06:00:00.000Z,432,USD,expense,food,pringles,2024-04-12T02:55:22.000Z,2024-04-12T02:55:22.000Z
Personal,2024-04-12T06:00:00.000Z,1498,USD,expense,beauty,walmart socks,2024-04-13T01:12:12.000Z,2024-04-13T01:12:12.000Z
Personal,2024-04-12T06:00:00.000Z,397,USD,expense,home,cooking brush,2024-04-13T01:12:39.000Z,2024-04-13T01:12:39.000Z
Personal,2024-04-12T06:00:00.000Z,1851,USD,expense,food,walmart food,2024-04-13T01:13:26.000Z,2024-04-13T01:13:26.000Z
Personal,2024-04-14T06:00:00.000Z,1995,USD,expense,food,shop n go,2024-04-14T22:49:05.000Z,2024-04-14T22:49:05.000Z
Personal,2024-04-15T06:00:00.000Z,1124,USD,expense,food,walmart,2024-04-15T19:49:02.000Z,2024-04-15T19:49:02.000Z
Personal,2024-04-15T06:00:00.000Z,902,USD,expense,food,campus food,2024-04-15T19:51:31.000Z,2024-04-15T19:51:31.000Z
Personal,2024-04-15T06:00:00.000Z,226,USD,expense,food,chocolate,2024-04-16T03:48:51.000Z,2024-04-16T03:48:51.000Z
Personal,2024-04-16T06:00:00.000Z,372,USD,expense,food,chocolate,2024-04-16T23:26:45.000Z,2024-04-16T23:26:45.000Z
Personal,2024-04-16T06:00:00.000Z,1132,USD,expense,food,mountain dew,2024-04-17T18:19:12.000Z,2024-04-17T18:19:12.000Z
Personal,2024-04-17T06:00:00.000Z,902,USD,expense,food,campus food,2024-04-17T21:00:22.000Z,2024-04-17T21:00:22.000Z
Personal,2024-04-17T06:00:00.000Z,1354,USD,expense,food,7 eleven,2024-04-21T22:54:27.000Z,2024-04-21T22:54:27.000Z
Personal,2024-04-18T06:00:00.000Z,826,USD,expense,food,campus food,2024-04-18T21:58:45.000Z,2024-04-18T21:58:45.000Z
Personal,2024-04-19T06:00:00.000Z,120238,USD,income,job,phd salary,2024-04-19T06:00:00.000Z,2024-04-19T06:00:00.000Z
Personal,2024-04-21T06:00:00.000Z,2000,USD,expense,beauty,badminton shuttle,2024-04-21T20:37:36.000Z,2024-04-21T20:37:36.000Z
Personal,2024-04-21T06:00:00.000Z,2155,USD,expense,study,chatgpt,2024-04-21T22:47:59.000Z,2024-04-21T22:47:59.000Z
Personal,2024-04-21T06:00:00.000Z,388,USD,expense,food,7 11 chicken,2024-04-21T22:48:35.000Z,2024-04-21T22:48:35.000Z
Personal,2024-04-21T06:00:00.000Z,1638,USD,expense,home,rocky mountain power,2024-04-21T22:50:48.000Z,2024-04-21T22:50:48.000Z
Personal,2024-04-21T06:00:00.000Z,902,USD,expense,food,campus food,2024-04-21T22:53:36.000Z,2024-04-21T22:53:36.000Z
Personal,2024-04-21T06:00:00.000Z,1799,USD,expense,waste,cowboy hat,2024-04-21T22:56:07.000Z,2024-04-21T22:56:07.000Z
Personal,2024-04-21T06:00:00.000Z,999,USD,expense,tech,samsung charger cable,2024-04-21T23:02:16.000Z,2024-04-21T23:02:16.000Z
Personal,2024-04-21T06:00:00.000Z,4195,USD,expense,food,walmart grocery,2024-04-21T23:03:10.000Z,2024-04-21T23:03:10.000Z
Personal,2024-04-21T06:00:00.000Z,385,USD,expense,food,7 elevent drinks,2024-04-21T23:07:01.000Z,2024-04-21T23:07:01.000Z
Personal,2024-04-22T06:00:00.000Z,320,USD,expense,food,chips,2024-04-23T00:08:24.000Z,2024-04-23T00:08:24.000Z
Personal,2024-04-22T06:00:00.000Z,600,USD,expense,food,campus food,2024-04-23T00:08:39.000Z,2024-04-23T00:08:39.000Z
Personal,2024-04-23T06:00:00.000Z,902,USD,expense,food,campus food,2024-04-23T17:55:54.000Z,2024-04-23T17:55:54.000Z
Personal,2024-04-23T06:00:00.000Z,902,USD,expense,food,campus food,2024-04-29T01:56:28.000Z,2024-04-29T01:56:28.000Z
Personal,2024-04-23T06:00:00.000Z,226,USD,expense,food,chocolate,2024-04-29T01:57:24.000Z,2024-04-29T01:57:24.000Z
Personal,2024-04-23T06:00:00.000Z,5666,USD,expense,food,instacart beef,2024-04-29T01:58:34.000Z,2024-04-29T01:58:34.000Z
Personal,2024-04-24T06:00:00.000Z,3736,USD,expense,food,walmart grocery,2024-04-29T02:03:06.000Z,2024-04-29T02:03:06.000Z
Personal,2024-04-24T06:00:00.000Z,9658,USD,expense,waste,rent waste,2024-05-27T00:26:46.000Z,2024-05-27T00:26:46.000Z
Personal,2024-04-25T06:00:00.000Z,100,USD,expense,beauty,badminton rent,2024-04-29T01:59:02.000Z,2024-04-29T01:59:02.000Z
Personal,2024-04-26T06:00:00.000Z,65191,USD,expense,home,rent,2024-04-26T20:00:12.000Z,2024-04-26T20:00:12.000Z
Personal,2024-04-26T06:00:00.000Z,3213,USD,expense,food,walmart grocery,2024-04-29T02:06:02.000Z,2024-04-29T02:06:02.000Z
Personal,2024-04-27T06:00:00.000Z,226,USD,expense,food,chocolate,2024-04-29T01:59:28.000Z,2024-04-29T01:59:28.000Z
Personal,2024-04-27T06:00:00.000Z,100,USD,expense,beauty,badminton rent,2024-04-29T01:59:48.000Z,2024-04-29T01:59:48.000Z
Personal,2024-04-28T06:00:00.000Z,226,USD,expense,food,chocolate,2024-04-29T02:00:07.000Z,2024-04-29T02:00:07.000Z
Personal,2024-04-28T06:00:00.000Z,2800,USD,expense,beauty,badminton fix,2024-04-29T02:06:52.000Z,2024-04-29T02:06:52.000Z
Personal,2024-04-29T06:00:00.000Z,186,USD,expense,food,campus chocolate,2024-05-04T18:09:04.000Z,2024-05-04T18:09:04.000Z
Personal,2024-04-30T06:00:00.000Z,1303,USD,expense,food,KFC,2024-04-29T01:56:56.000Z,2024-04-29T01:56:56.000Z
Personal,2024-04-30T06:00:00.000Z,1089,USD,expense,food,campus food,2024-04-30T18:51:46.000Z,2024-04-30T18:51:46.000Z
Personal,2024-05-01T06:00:00.000Z,4418,USD,expense,food,walmart grocery,2024-05-04T18:14:09.000Z,2024-05-04T18:14:09.000Z
Personal,2024-05-03T06:00:00.000Z,5364,USD,expense,wife,taaha mint mobile,2024-05-04T18:45:26.000Z,2024-05-04T18:45:26.000Z
Personal,2024-05-04T06:00:00.000Z,-686,USD,expense,food,mumtahin chicken share,2024-05-04T16:55:43.000Z,2024-05-04T16:55:43.000Z
Personal,2024-05-04T06:00:00.000Z,-89,USD,expense,food,mumtahin banana share,2024-05-04T18:42:53.000Z,2024-05-04T18:42:53.000Z
Personal,2024-05-04T06:00:00.000Z,1888,USD,expense,tech,pendrive,2024-05-13T17:45:37.000Z,2024-05-13T17:45:37.000Z
Personal,2024-05-04T06:00:00.000Z,926,USD,expense,friend,pizza for arafat vai,2024-05-13T17:49:15.000Z,2024-05-13T17:49:15.000Z
